id_produto,titulo,link,preco_atual,preco_original,unidades_por_anuncio,preco_por_unidade,condicao,tipo_anuncio,tipo_logistica,frete_gratis,vendedor_id,vendedor_nome,vendedor_reputacao,vendedor_lider,id_loja_oficial,vendedor_cidade,vendedor_estado,vendedor_total_transacoes,rating_medio,total_reviews,descricao,query_origem,distribuicao_reviews_5_estrelas,distribuicao_reviews_4_estrelas,distribuicao_reviews_3_estrelas,distribuicao_reviews_2_estrelas,distribuicao_reviews_1_estrelas,atributos_marca,atributos_linha,atributos_modelo,atributos_modelo_alfanumerico,atributos_tipo_cartucho,atributos_cor_tinta,atributos_volume_ml,atributos_rendimento_paginas,distribuicao_reviews
MLB4139079419,Cartucho De Tinta Hp 667xl Colorido 3ym80ab | Frete grátis,https://produto.mercadolivre.com.br/MLB-4139079419-cartucho-de-tinta-hp-667xl-colorido-3ym80ab-_JM,250.8,264.0,1,250.8,Novo,gold_special,xd_drop_off,True,512931443.0,,5_green,silver,,Brusque,BR-SC,9122.0,0.0,0,"Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. -Especificações Técnicas: Marca: HP Modelo: 3YM80AB Cor:Tinta Colorida Rendimento Médio: 300 Páginas Modelos Compatíveis Hp Deskjet: 1275, 2374, 2375, 2376; Modelos Compatíveis Hp Deskjet Plus: 6475, 6476; IMAGENS MERAMENTE ILUSTRATIVAS INFORMAÇÕES COMPLEMENTARES Os produtos são novos, todos com nota fiscal; Tenha certeza de ter escolhido o modelo desejado na hora da compra. Vamos emitir a Nota Fiscal de acordo com o seu cadastro, por favor confira suas informações, e as informações de envio antes de efetuar a compra. Alguma dúvida sobre o produto? Procurando uma quantidade maior? Quer ter certeza que temos em estoque? USE O CAMPO DESIGNADO A PERGUNTAS E RESPOSTAS LOGO ABAIXO DA DESCRIÇÃO DO ANUNCIO Garantia do vendedor: 30 dias",cartucho hp 667,,,,,,HP,Advantage,22449,,Original,Colorido,2.0,,
MLB3926470593,Cartucho Original Hp 667 Preto Ink Advantage | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-3926470593-cartucho-original-hp-667-preto-ink-advantage-_JM,156.76,,1,156.76,Novo,gold_pro,cross_docking,True,53038468.0,,5_green,gold,,Campinas,BR-SP,4930.0,0.0,0,"Novo Cartucho Original Hp 667 Preto Ink Advantage Adicionar aos favoritos R$ 156 , 76 5x R$ 31 , 35 sem juros Ver os meios de pagamento FRETE GRÁTIS ACIMA DE R$ 19 Receba grátis entre segunda-feira e terça-feira 7/out Mais informações de envio Retire grátis entre 7 e 8/out em uma agência Mercado Livre Ver no mapa As datas de entrega incluem os 2 dias necessários para deixar o produto pronto. Quantidade: 1 unidade (+50 disponíveis) Comprar agora Adicionar ao carrinho Vendido porPAPELARIAANTONINO MercadoLíder | +1000 vendas Devolução grátis. Você tem 30 dias a partir da data de recebimento. Compra Garantida Vai abrir em uma nova janela , receba o produto que está esperando ou devolvemos o dinheiro. Adicionar a uma lista",cartucho hp 667,,,,,,HP,Advantage,667,3YM79AB,Original,Preto,2.0,,
MLB4212991253,Cartucho 667 Preto - Hp | Frete grátis,https://produto.mercadolivre.com.br/MLB-4212991253-cartucho-667-preto-hp-_JM,118.74,124.99,1,118.74,Novo,gold_special,cross_docking,True,414580009.0,,5_green,silver,,São Paulo,BR-SP,13001.0,0.0,0,"Características do Produto: Volume de páginas impressas: até 120 páginas. Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo. Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado. Compatíveis com a nova geração de impressoras Deskjet Ink Advantage da HP, que contempla as impressoras: DESKJET INK ADVANTAGE 2376; DESKJET INK ADVANTAGE 2776; DESKJET INK ADVANTAGE 2775; DESKJET INK ADVANTAGE 2375; DESKJET INK ADVANTAGE 2374; DESKJET INK ADVANTAGE 1275; HP Deskjet Ink Advantage Plus 6475; HP Deskjet Ink Advantage Plus 6476. Garantia do vendedor: 30 dias",cartucho hp 667,,,,,,HP,Advantage,667,3YM79AB,Original,Preto,2.0,,
MLB5525187424,Cartucho De Tinta Hp 667 Preto 3ym79ab | Frete grátis,https://produto.mercadolivre.com.br/MLB-5525187424-cartucho-de-tinta-hp-667-preto-3ym79ab-_JM,157.85,205.0,1,157.85,Novo,gold_special,xd_drop_off,True,512931443.0,,5_green,silver,,Brusque,BR-SC,9122.0,0.0,0,"Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. -Especificações Técnicas: Marca: HP Modelo: 3YM79AB Cor:Tinta Preta Rendimento: 100 Páginas Modelos Compatíveis Hp Deskjet: 1275, 2374, 2375, 2376; Modelos Compatíveis Hp Deskjet Plus: 6475, 6476; IMAGENS MERAMENTE ILUSTRATIVAS INFORMAÇÕES COMPLEMENTARES Os produtos são novos, todos com nota fiscal; Tenha certeza de ter escolhido o modelo desejado na hora da compra. Vamos emitir a Nota Fiscal de acordo com o seu cadastro, por favor confira suas informações, e as informações de envio antes de efetuar a compra. Alguma dúvida sobre o produto? Procurando uma quantidade maior? Quer ter certeza que temos em estoque? USE O CAMPO DESIGNADO A PERGUNTAS E RESPOSTAS LOGO ABAIXO DA DESCRIÇÃO DO ANUNCIO Garantia do vendedor: 30 dias",cartucho hp 667,,,,,,HP,,22448,,Original,Preto,2.0,,
MLB4018234777,Cartucho Original H P 667 Colorido | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-4018234777-cartucho-original-h-p-667-colorido-_JM,137.53,,1,137.53,Novo,gold_pro,xd_drop_off,True,37317839.0,,5_green,silver,,Ribeirão Pires,BR-SP,131.0,0.0,0,"CARTUCHO ORIGINAL H P 667 COLORIDO Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. Especificações - Cartucho HP 667 colorido; - 2ML; - Rendimento: até 100 páginas com 5% de cobertura em folhas A4. Compatibilidade Deskjet Ink Advantage 2376 | Deskjet Ink Advantage 2774 | Deskjet Ink Advantage 2776 | Deskjet Ink Advantage 6476 | Deskjet Ink Advantage 2874. Garantia do vendedor: 7 dias",cartucho hp 667,,,,,,HP,Advantage,HP 667,3YM78AB,Original,Colorida,2.0,,
MLB4359178280,Cartucho De Tinta Original Hp 664 1115 2134 3636 4536 Preto | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-4359178280-cartucho-de-tinta-original-hp-664-1115-2134-3636-4536-preto-_JM,128.85,,1,128.85,Novo,gold_pro,xd_drop_off,True,37317839.0,,5_green,silver,,Ribeirão Pires,BR-SP,131.0,0.0,0,"Cartucho de Tinta Original HP 664 PRETO Utilizado Em: HP Deskjet Ink Advantage 1115/ 2134/ 2136/ 2676/ 3636/ 3776/ 3786/ 3788/ 3790/ 3836/ 4536/ 4676/ 5076/ 5276 Quantidade de Páginas: 100 páginas com 5% de cobertura em uma folha A4. Embalagem Com 1 unidade Marca: HP Características do Produto Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Os novos cartuchos de tinta HP originais são projetados para serem livres de defeitos de material, formulados para evitar danos aos cabeçotes de impressão e estão prontos para serem inseridos imediatamente. O desempenho real varia consideravelmente de acordo com o conteúdo das páginas impressas e outros fatores. Especificações Compatibilidade: HP DeskJet 1110, HP DeskJet 1115, HP DeskJet 2130, HP DeskJet 2135, HP DeskJet 3630, HP ENVY 4520, HP OfficeJet 3830. Cor: Preto Tipo de Desempenho: Padrão Conteúdo da Embalagem: Cartucho novo de tinta HP original Diferenciadores: Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo. Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado. - Tem garantia de 30 dias de defeito de fabricação, é feito análise do produto cheio, se caso o cartucho já foi usado e a tinta estiver no fim de sua vida útil não será possível aprovar a garantia. O cartucho com tinta constatado defeito de fabricação a garantia é aprovada. Garantia do vendedor: 7 dias",cartucho hp 667,,,,,,HP,Advantage,664,3YM79AB,Original,Preto,2.0,,
MLB4509829356,Cartucho Tinta Original Hp 667 Preto | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-4509829356-cartucho-tinta-original-hp-667-preto-_JM,100.71,,1,100.71,Novo,gold_pro,xd_drop_off,True,147120177.0,,5_green,silver,,Goiânia,BR-GO,3217.0,0.0,0,"Cartucho de tinta Hp 667 preto 2 ml - HP Desket Ink Advantage 1200, 2300, 2700 series - HP DeskJet Ink Advantage Plus 6400 series",cartucho hp 667,,,,,,HP,Advantage,667,3YM79AB,Original,Preto,2.0,,
MLB1817134824,Kit Cartucho Hp 667 Preto + Cartucho Hp 667 Colorido | Frete grátis,https://produto.mercadolivre.com.br/MLB-1817134824-kit-cartucho-hp-667-preto-cartucho-hp-667-colorido-_JM,221.99,,1,221.99,Novo,gold_special,cross_docking,True,214710577.0,,5_green,platinum,,São Paulo,BR-SP,32751.0,4.8,8,"O kit contém: - 1 Cartucho de tinta de 2ml da HP 667 Preto; - 1 Cartucho de tinta de 2ml da HP 667 Colorido. Características do Produto: Volume de páginas impressas: até 120 páginas por cartucho de tinta. Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo. Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado. Compatíveis com a nova geração de impressoras Deskjet Ink Advantage da HP, que contempla as impressoras: DESKJET INK ADVANTAGE 2376; DESKJET INK ADVANTAGE 2776; DESKJET INK ADVANTAGE 2775; DESKJET INK ADVANTAGE 2375; DESKJET INK ADVANTAGE 2374; DESKJET INK ADVANTAGE 1275; HP Deskjet Ink Advantage Plus 6475; HP Deskjet Ink Advantage Plus 6476.",cartucho hp 667,7.0,0.0,1.0,0.0,0.0,HP,,667,,Original,,4.0,,
MLB3351101335,Cartucho Hp 667 Preto Original 2376 2774 2776 Hp667,https://produto.mercadolivre.com.br/MLB-3351101335-cartucho-hp-667-preto-original-2376-2774-2776-hp667-_JM,78.9,,1,78.9,Novo,gold_special,drop_off,False,244407541.0,,3_yellow,silver,,Blumenau,BR-SC,243.0,0.0,0,"=========================================================== *** REVENDEDOR OFICIAL DO PROGRAMA HP BRASIL *** =========================================================== CARTUCHO DE TINTA HP ORIGINAL 667 PRETO 1 Cartucho HP 667 preto 2ml -------------------------------------------------------------------------------------------------- ESPECIFICAÇÕES: - Desempenho: Até 120 páginas - Compatibilidade: Deskjet Ink Advantage 2376 Deskjet Ink Advantage 2774 Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476 - Cor: Preto - Tipo de Desempenho: Padrão - Conteúdo da Embalagem: Cartucho novo de tinta HP original CARACTERÍSTICAS DO PRODUTO: Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos. Média baseada em ISO / IEC 24711 ou na metodologia de teste HP e impressão contínua. O desempenho real varia consideravelmente com base no conteúdo das páginas impressas e outros fatores. DIFERENCIADORES: - Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. - Impressões resistentes à água e que não desbotam com o tempo. - Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. - Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. - Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. - Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado. Média baseada em ISO / IEC 24711 ou na metodologia de teste HP e impressão contínua. O desempenho real varia consideravelmente com base no conteúdo das páginas impressas e outros fatores.",cartucho hp 667,,,,,,HP,Advantage,3ym79al,3YM79AB,Original,Preto,2.0,,
MLB3638516533,Cartucho Original 3ym80ab 667xl Tricolor 8ml | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-3638516533-cartucho-original-3ym80ab-667xl-tricolor-8ml-_JM,198.0,,1,198.0,Novo,gold_pro,xd_drop_off,True,134674075.0,,5_green,silver,,São Paulo,BR-SP,1522.0,0.0,0,"CARTUCHO ORIGINAL HP 667XL TRICOLOR 8ML COMPATÍVEL EM: HP DESKJET INK ADVANTAGE 1200, 2300, 2700 HP DESKJET INK ADVANTAGE PLUS 6400 Garantia do vendedor: 6 meses",cartucho hp 667,,,,,,HP,DeskJet,667XL,,Original,Tricolor,8.0,,
MLB5365706584,"Cartucho Hp Designjet 3ym81al Preto 8,5ml Original | Parcelamento sem juros",https://produto.mercadolivre.com.br/MLB-5365706584-cartucho-hp-designjet-3ym81al-preto-85ml-original-_JM,180.0,,1,180.0,Novo,gold_pro,xd_drop_off,True,1378663684.0,,,silver,,Santo André,BR-SP,2.0,0.0,0,"Novo Cartucho Hp Designjet 3ym81al Preto 8,5ml Original Adicionar aos favoritos R$ 180 6x R$ 30 sem juros Ver os meios de pagamento FRETE GRÁTIS ACIMA DE R$ 19 Receba grátis entre quinta-feira e sexta-feira Mais informações de envio Retire grátis entre sexta-feira e sábado em uma agência Mercado Livre Ver no mapa Último disponível! Comprar agora Adicionar ao carrinho Vendido porDROGARIADROGARIA20230519121858 Devolução grátis. Você tem 30 dias a partir da data de recebimento. Compra Garantida Vai abrir em uma nova janela , receba o produto que está esperando ou devolvemos o dinheiro. 30 dias de garantia de fábrica. Adicionar a uma lista",cartucho hp 667,,,,,,HP,DesignJet,Black 3YM81AL,3ym81al,Original,Preto,8.5,,
MLB2038810807,Kit 2 Cartuchos Hp 667 Preto + 1 Hp 667 Color - 2376 2776 | Frete grátis,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-667-preto-1-hp-667-color-2376-2776/p/MLB2038810807,265.99,,1,265.99,Novo,gold_special,cross_docking,True,555489166.0,TELEDATICA,5_green,gold,52861.0,Porto Alegre,BR-RS,10140.0,5.0,1,TELEDÁTICA 30 ANOS PIONEIRA EM SUPRIMENTOS DE INFORMÁTICA POA RS PRODUTO OFICIAL HP COM SELO DE AUTENTICIDADE !! USE SEU QR CODE DO CELULAR PARA CONFERIR !! NOTA FISCAL !! GARANTIA !! COMPRE COM SEGURANÇA !! KIT 3 CARTUCHOS HP 667 SENDO 2 PRETO E UM COLORIDO !! DESKJET INK ADVANTAGE 2376; DESKJET INK ADVANTAGE 2776; DESKJET INK ADVANTAGE 2775; DESKJET INK ADVANTAGE 2375; DESKJET INK ADVANTAGE 2374; DESKJET INK ADVANTAGE 1275; HP Deskjet Ink Advantage Plus 6475; HP Deskjet Ink Advantage Plus 6476.,cartucho hp 667,1.0,0.0,0.0,0.0,0.0,HP,,Kit 2 Cartuchos Hp 667 Preto + 1 Hp 667 Color - 2376 2776,2hp667pto1hp667col,Original,Preto/Tricolor,6.0,,
MLB5009109596,Cartucho Hp 667 Colorido Para Deskjet Ink Advantage 2376 | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-5009109596-cartucho-hp-667-colorido-para-deskjet-ink-advantage-2376-_JM,115.43,119.0,1,115.43,Novo,gold_pro,drop_off,True,542823646.0,,5_green,silver,,São Paulo,BR-SP,175.0,5.0,1,"***PRODUTOS A PRONTA ENTREGA, COMPRANDO ATÉ AS 12:00 ENVIAMOS NO MESMO DIA*** TODOS OS NOSSOS ENVIOS POSSUEM SEGURO E QUALQUER PROBLEMA COM O PRODUTO RECEBERÁ SEU DINHEIRO DE VOLTA SEM BUROCRACIA. Cartucho HP 667 Colorido Original (3YM78AB) Para HP DeskJet Ink Advantage 2376, 2776, 6476, HP - CX 1 UN Características do Produto Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. Especificações Cartucho HP 667 colorido Rendimento: 100 páginas Compatibilidade Deskjet Ink Advantage 2376 Deskjet Ink Advantage 2774 Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476",cartucho hp 667,1.0,0.0,0.0,0.0,0.0,HP,Ink Advantage,667,3YM78AB,Original,Colorido,2.0,,
MLB3821294327,Cartucho De Tinta Hp 667 Deskjet Ink Advantage - 01un | Frete grátis,https://produto.mercadolivre.com.br/MLB-3821294327-cartucho-de-tinta-hp-667-deskjet-ink-advantage-01un-_JM,107.45,119.0,1,107.45,Novo,gold_special,drop_off,True,542823646.0,,5_green,silver,,São Paulo,BR-SP,175.0,0.0,0,"***PRODUTOS A PRONTA ENTREGA, COMPRANDO ATÉ AS 12:00 ENVIAMOS NO MESMO DIA*** TODOS OS NOSSOS ENVIOS POSSUEM SEGURO E QUALQUER PROBLEMA COM O PRODUTO RECEBERÁ SEU DINHEIRO DE VOLTA SEM BUROCRACIA. Cartucho HP 667 Preto Original (3YM79AB) Para HP DeskJet Ink Advantage HP - CX 1 UN Características do Produto Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. Especificações Cartucho HP 667 preto Rendimento: 120 páginas Compatibilidade Deskjet Ink Advantage 2376 Deskjet Ink Advantage 2774 Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476",cartucho hp 667,,,,,,HP,Advantage,667,3YM79AB,Original,Preto,2.0,,
MLB4086741115,Hp Cartucho Preto 667 3ym79ab Deskjet 3 Unidades | Frete grátis,https://produto.mercadolivre.com.br/MLB-4086741115-hp-cartucho-preto-667-3ym79ab-deskjet-3-unidades-_JM,274.9,,1,274.9,Novo,gold_special,drop_off,True,542823646.0,,5_green,silver,,São Paulo,BR-SP,175.0,0.0,0,"***PRODUTOS A PRONTA ENTREGA COM NOTA FISCAL, COMPRANDO ATÉ AS 12:00 ENVIAMOS NO MESMO DIA*** TODOS OS NOSSOS ENVIOS POSSUEM SEGURO E QUALQUER PROBLEMA COM O PRODUTO RECEBERÁ SEU DINHEIRO DE VOLTA SEM BUROCRACIA. Kit Contendo: - 3 Cartucho de Tinta HP 667 Preto (3YM79AB) Para HP DeskJet Ink Advantage Características do Produto Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. Especificações Desempenho Até 300 páginas Compatibilidade: Deskjet Ink Advantage 2376 Deskjet Ink Advantage 2774 Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476 Deskjet Ink Advantage 2874 Cor: Preto Tipo de Desempenho: Padrão Conteúdo da Embalagem: - 3 Cartucho novo de tinta HP 667",cartucho hp 667,,,,,,HP,,667,3YM79AB,Original,Preto,2.0,,
MLB4543875414,Kit Cartucho Hp 667 Preto + Hp 667 Colorido Originais | Frete grátis,https://produto.mercadolivre.com.br/MLB-4543875414-kit-cartucho-hp-667-preto-hp-667-colorido-originais-_JM,139.9,,1,139.9,Novo,gold_special,drop_off,True,1736381249.0,,5_green,platinum,,Rio de Janeiro,BR-RJ,6993.0,0.0,0,"Tenha em sua casa ou em seu escritório os cartuchos originais Hp 667 preto e Hp 667 colorido, com o kit você imprime até 200 paginas. Garanta as melhores impressões para seus trabalhos, imprima suas fotos com a qualidade que dura até 100 anos. Veja quais modelos de impressoras utilizam este modelo. Hp deskjet 1275, deskjet 2374, deskjet 2375, deskjet 2376 deskjet 2775 deskjet 2776 deskjet ink advantage Plus 6475 e deskjet ink advantage Plus 6476 Aguardamos sua Compra !",cartucho hp 667,,,,,,HP,Ink Advantage,667,3YM78AL,Original,Preto colorido,2.0,,
MLB2038778545,Cartucho De Tinta Hp 667 Color Original 2376 2776 Colorido | Parcelamento sem juros,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-color-original-2376-2776-colorido/p/MLB2038778545,134.9,,1,134.9,Novo,gold_pro,xd_drop_off,True,1349329087.0,JQTONER,5_green,gold,,Guarulhos,BR-SP,4862.0,5.0,1,"Cartucho de Toner HP 667 Color Original. Produto novo, Genuíno, com nota fiscal. * Compatível com os modelos: HP Deskjet Ink Advantage 2776. * Rendimento: Aprox. 100 páginas * Especificações Recomendamos o uso de suprimentos originais para melhor desempenho do equipamento. Cor: Color Marca: HP Garantia de 3 meses contra defeitos de fabricação.",cartucho hp 667,1.0,0.0,0.0,0.0,0.0,HP,DesignJet,667 Color,58,Original,Colorido,4.0,,
MLB3170922797,Cartucho Hp 667xl Preto Original 3y381ab 2374 2376 2774 2776 | Frete grátis,https://produto.mercadolivre.com.br/MLB-3170922797-cartucho-hp-667xl-preto-original-3y381ab-2374-2376-2774-2776-_JM,249.11,279.9,1,249.11,Novo,gold_special,fulfillment,True,677845209.0,,5_green,gold,,São Paulo,BR-SP,11970.0,4.4,10,"Características do Produto Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes. Especificações Cartucho HP 667 preto Rendimento: 480 páginas Compatibilidade Deskjet Ink Advantage 2376 Deskjet Ink Advantage 2774 Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476 Conteúdo da embalagem: - 01 Cartucho Novo Original HP 667xl Preto (Black) Garantia do vendedor: 3 meses",cartucho hp 667,7.0,2.0,0.0,0.0,1.0,HP,DesignJet,667XL,3ym81al,Original,Preto,8.0,,
MLB5664018666,Cartucho Tinta Hp Deskjet 667 Tricolor 2ml Original | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-5664018666-cartucho-tinta-hp-deskjet-667-tricolor-2ml-original-_JM,74.7,,1,74.7,Novo,gold_pro,drop_off,False,2452336064.0,,,silver,,Campinas,BR-SP,5.0,0.0,0,"Compatibilidade HP DeskJet Plus Ink Advantage 6000 series, HP DeskJet Plus Ink Advantage 6400 series, HP Deskjet Ink Advantage 1200 Printer, HP Deskjet Ink Advantage 2300 All-in-One, HP DeskJet Ink Advantage 2700 All-in-One Printer, HP DeskJet Ink Advantage 4100 All-in-One Printer, HP DeskJet Ink Advantage 2874 All-in-One Printer Garantia do vendedor: 7 dias",cartucho hp 667,,,,,,HP,Deskjet Ink Advantage,667,3YM78AB,Original,Tricolor,2.0,,
MLB4078820691,Cartucho De Tinta Hp 667 Preto Original (3ym79ab),https://produto.mercadolivre.com.br/MLB-4078820691-cartucho-de-tinta-hp-667-preto-original-3ym79ab-_JM,74.7,,1,74.7,Novo,gold_special,drop_off,False,2452336064.0,,,silver,,Campinas,BR-SP,5.0,0.0,0,"Compatibilidade HP DeskJet Plus Ink Advantage 6000 series, HP DeskJet Plus Ink Advantage 6400 series, HP Deskjet Ink Advantage 1200 Printer, HP Deskjet Ink Advantage 2300 All-in-One, HP DeskJet Ink Advantage 2700 All-in-One Printer, HP DeskJet Ink Advantage 4100 All-in-One Printer, HP DeskJet Ink Advantage 2874 All-in-One Printer Garantia do vendedor: 7 dias",cartucho hp 667,,,,,,HP,Advantage,667bk,3YM79AB,Original,Preto,2.0,,
MLB4169187454,Cartucho Hp 667 Colorido | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-4169187454-cartucho-hp-667-colorido-_JM,78.9,,1,78.9,Novo,gold_pro,drop_off,True,1154993778.0,,,silver,,Brasília,BR-DF,3.0,0.0,0,"Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP. Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos. - Volume de páginas impressas: até 100 páginas - Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento - Impressões resistentes à água e que não desbotam com o tempo - Cores mais vibrantes e nítidas. Com Tecnologia anti curvas - Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade - Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas - Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado Compatibilidade - Deskjet Ink Advantage 2376 - Deskjet Ink Advantage 2776 - Deskjet Ink Advantage 6476",cartucho hp 667,,,,,,HP,Advantage,3YM78AB 667,3YM78AB,Original,Colorido,2.0,,
MLB4161929057,Cartucho Tinta Hp 667xl Colorido Original 2776 2774 6476 | Parcelamento sem juros,https://produto.mercadolivre.com.br/MLB-4161929057-cartucho-tinta-hp-667xl-colorido-original-2776-2774-6476-_JM,129.9,199.0,1,129.9,Novo,gold_pro,drop_off,True,1188276583.0,,5_green,silver,,Quatro Barras,BR-PR,480.0,5.0,2,Cartucho HP 667xl Colorido - Rendimento Color 330 paginas - Tecnologia de impressão: Jato de Tinta - Capacidade/Rendimento: 8 ml Impressoras Compatíveis: - HP Deskjet Ink Advantage 1275 - HP Deskjet Ink Advantage 2374 - HP Deskjet Ink Advantage 2375 - HP Deskjet Ink Advantage 2376 - HP Deskjet Ink Advantage 2775 - HP Deskjet Ink Advantage 2776 - HP Deskjet Ink Advantage Plus 6475 - HP Deskjet Ink Advantage Plus 6476 Garantia do vendedor: 7 dias,cartucho hp 667,2.0,0.0,0.0,0.0,0.0,HP,Advantage,667XL COLOR,3YM80AB,Original,Tricolor,8.0,,
MLB4212915603,Cartucho 667 Preto - Hp | Frete grátis,https://produto.mercadolivre.com.br/MLB-4212915603-cartucho-667-preto-hp-_JM,111.99,,1,111.99,Novo,gold_special,drop_off,True,2045970654.0,,5_green,silver,,São Paulo,BR-SP,90.0,0.0,0,"Características do Produto: Volume de páginas impressas: até 120 páginas. Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo. Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado. Compatíveis com a nova geração de impressoras Deskjet Ink Advantage da HP, que contempla as impressoras: DESKJET INK ADVANTAGE 2376; DESKJET INK ADVANTAGE 2776; DESKJET INK ADVANTAGE 2775; DESKJET INK ADVANTAGE 2375; DESKJET INK ADVANTAGE 2374; DESKJET INK ADVANTAGE 1275; HP Deskjet Ink Advantage Plus 6475; HP Deskjet Ink Advantage Plus 6476. Garantia do vendedor: 30 dias",cartucho hp 667,,,,,,HP,Advantage,667,3YM79AB,Original,Preto,2.0,,
